,date,id,owner_id,from_id,text,comments,likes,reposts,views
6875,2021-12-11 19:10:00,1076757,-120206352,-120206352,"Сокращения числа рейсов трамваев и троллейбусов в Ижевске из-за введения коронавирусных ограничений не произойдет. Как сообщили на предприятии ИжГЭТ, более 84,3% сотрудников выполнили противоэпидемические требования Роспотребнадзора.

Основная часть персонала получила прививки, многие переболели и имеют достаточные показатели антител, либо получили медотвод.

По словам гендиректора МУП «ИжГорЭлектроТранс» Андрея Батова, на предприятии организуют выездные пункты вакцинации в депо и парках. При этом осуществляется индивидуальный подход к сотрудникам с учётом сменного графика, соблюдаются виды прививки, рекомендованные работникам конкретно, учитываются разные объективные обстоятельства.

В результате руководству ИжГЭТ удалось избежать ситуации, при которой пришлось бы отстранять водителей и кондукторов, не привитых от COVID-19 и не имеющих антител. Это могло бы привести к снижению выхода электротранспорта на линию.

Добавим, на предприятии проходят ежедневные предрейсовые и послерейсовые медосмотры. Выявленных сотрудников с признаками ОРВИ не допускают до работы

Также планируется проведение выездных ПЦР-тестирований. В первую очередь будут проверять водителей и кондукторов с медотводами или не прошедших вакцинацию по другим причинам.",7,9,5,9333.0
6880,2021-12-11 19:09:43,233461,-99428024,-99428024,"ANTI-COLORADOS: ИЗ ЭПИЦЕНТРА ОМИКРОНА
 
Если верить Reuters, то по состоянию на вчера, в США было обнаружено 43 случая заражения штаммом омикрон и практически все заболевшие были вакцинированы двумя вакцинами, а треть – имели бустерные прививки. В общем, отталкиваясь от этой новости, можно было бы развернуть разгромную тему, но мы не станем этого делать и каждый может самостоятельно найти собственные интерпретации этой новости, возможно, с учетом того, что мы недавно писали о состоянии с эпидемией в Японии. Но вместо этого, мы предлагаем сделать экскурс на родину «омикрона» в Южную Африку и посмотреть на то, как там это выглядит с точки зрения местных врачей. 
 
Гаутенг с 16 миллионами жителей – самая густонаселенная провинция Южной Африки и включает в себя как крупнейший город Йоханнесбург так и столицу БАР – Преторию. По словам чиновников здравоохранения, в Гаутенге наблюдался 400-процентный рост новых случаев в первую неделю декабря, и результаты секвенирования вирусов показывают, что Omicron является причиной около 90 процентов из них. Это значит, что в этой провинции почти полностью произошло вытеснение дельты омикроном и это подтверждает данные о более высокой вирулентности новой разновидности коронавируса. 
 
Доктор Уббен Пиллэй, практикующий в этой местности, видит десятки больных короной в день. Тем не менее, на фоне явной вспышки заболеваемости, ни одного из своих пациентов он не отправил в больницу. Это стало одной из причин того, почему он вместе с другими врачами и медицинскими экспертами подозревает, что версия Omicron действительно вызывает более мягкий COVID-19, чем Delta, даже при том, что он распространяется быстрее. По его мнению, с этой разновидностью заболевания вполне можно бороться амбулаторно, в домашних условиях. Понятно, что людям из групп риска есть о чем беспокоиться, но первые наблюдения дают примерно такой результат. 
 
За две недели, прошедшие с тех пор, как Омикрон впервые был зарегистрирован в Южной Африке, множество практикующих врачей дают примерно такие же результаты своих собственных наблюдений. Конечно, они предупреждают о том, что потребуется еще много недель, чтобы собрать достаточно данных для уверенности, но их наблюдения и предварительные выводы уже дают некоторые подсказки о том, как выглядит эпидемия с доминированием этого вида короны. 
 
По данным Национального института инфекционных заболеваний Южной Африки: 
 
— Только около 30 процентов госпитализированных с диагнозом COVID-19, в последние недели имели тяжелое течение заболевания, что составляет менее половины показателя первых недель предыдущих пандемических волн. 
 
— Среднее пребывание в больнице при COVID-19 на этот раз было короче — около 2,8 дней по сравнению с восемью днями при Дельте. 
 
— Только три процента пациентов, госпитализированных недавно с COVID-19, умерли, по сравнению с примерно 20 процентами в предыдущих вспышках по всей стране. 
 
Виллем Ханеком, директор Африканского научно-исследовательского института здравоохранения, ссылаясь на цифры национального института и отчеты врачей, сказал следующее. 
 
«На данный момент практически все указывает на то, что это более легкая форма заболевания. Понятно, что это лишь первые дни, и нам еще толко предстоит получить окончательные данные. Часто госпитализации и смерти происходят позже, а мы находимся всего в двух неделях от этой волны». 
 
В общем, пока так выглядит ситуация в ЮАР, и наверное то, что сейчас видно, дает пишу для размышлений и выводов как по поводу омикрона, так и по поводу того, как быстро может распространиться какой-то другой вид короны с другими свойствами. Поэтому – берегите себя и не теряйте бдительности. Все, вакцинированные и не вакцинированные.

https://defence-line.org/2021/12/iz-epicentra-omikrona/",4,13,4,447.0
6881,2021-12-11 19:09:29,1189432,-52907744,-52907744,"Глава Минздрава назвал сроки начала вакцинации подростков от ковида 
Прививку смогут сделать несовершеннолетние, которым исполнилось 12 лет 

Вакцинация подростков 12-17 лет от коронавирусной инфекции в России начнётся до конца нынешнего года. Об этом заявил глава Минздрава РФ Михаил Мурашко. 
 
""До конца года первую вакцинацию проведем [среди подростков] по всей России"", - цитирует его ТАСС. 
 
Напомним, 24 ноября Минздрав зарегистрировал вакцину от ковида ""Спутник М"", разработанную центром имени Гамалеи и предназначенную для несовершеннолетних в возрасте от 12 до 17 лет. Как пояснила вице-премьер Татьяна Голикова, подростков будут прививать с согласия родителей или с их собственного согласия, если им уже исполнилось 15 лет. 
 
Мурашко в июле заявлял, что у ведомства нет планов вводить обязательную вакцинацию от COVID-19 для детей. 
 
Исследование применения вакцины ""Спутник V"" на подростках 12-17 лет началось в Москве в июле. Для вакцинации несовершеннолетних применяют ту же вакцину, что для взрослых, но в меньшей дозировке (в ходе испытаний определили необходимую дозу – 1/5 от дозы для взрослых). 
 
Как отмечал глава центра имени Гамалеи Александр Гинцбург, в ходе исследований специалисты заметили у подростков только один побочный эффект от вакцинации – небольшое повышение температуры.",14,7,4,4104.0
6895,2021-12-11 19:07:37,51130,-18530670,-18530670,"ID2020
Задача первого этапа — отсечь нелояльных, не готовых к «новой нормальности» вообще никак. Решается это через маркировку лояльных. Сейчас маркером выступают QR-коды, но это, по всей видимости, временное решение. 
 
Не имеющие маркера будут последовательно вводиться в маргинальное состояние и отключаться от всего, что можно назвать не просто нормальной жизнью, а жизнью вообще. Да, конечно, будут протесты, бунты и даже восстания. 
Здесь уже есть решение — военное положение, режим ЧС, эвакуация и массовые захоронения. 
 
Как там Чубайс сказал? «Умрут 30 миллионов? Не берите в голову, они не вписались в рынок». Сейчас это никто произносить не будет, но логика ровно та же. Кстати, при плане в 80 процентов вакцинированных 20 процентов оставшихся нелояльных — это как раз примерно 30 миллионов. Это запланированные потери. 
 
Завершение первого этапа перехода к «новой нормальности» - изоляция и удаление нелояльной части населения. После чего начнется второй. 
 
Упомянутый QR-код — это пропуск в жизнь. Не хорошую и красивую, а просто в жизнь. Без него человек будет не просто изгоем или унтерменшем, его не будет вообще. Причем быстро. Без кода ему будет перекрыт доступ везде. В том числе в больницы, магазины, у него не будет денег, так как доступ к банкоматам будет перекрыт так же. Домашнее хозяйство вести ему никто не даст — последуют эпидемии домашних животных, в ходе которых бригады ветеринаров с ОМОНом будут обходить подворья и истреблять всё живое. Заодно вырубят плодовые деревья. Без денег и домашнего хозяйства — ну вы сами понимаете... 
 
Второй этап — это замена QR-кода на идентификационную метку, электронный паспорт. По сути, человек станет просто ID-единицей. Метка — это всего лишь активная ссылка на запись в едином глобальном реестре. В котором на каждого человека будет накапливаться уникальная база данных. С его уникальным набором прав, зависящих от исполнения им своих обязанностей. 
Такую метку получат не только люди, но и вещи. Часть из которых будет исполнять не только свой непосредственный функционал, но и фиксировать в своей собственной базе данных каждое действие с ними. 
 
Это та самая «метавселенная», которую уже озвучил Цукерберг. Реестр будет иметь сразу глобальный вид — в каждой стране будет свой собственный подреестр, но стандарт уже существует, этот стандарт задан в проекте ID2020, выгодополучателем которого является тот самый Билл Гейтс. Ну, не только он один, конечно. 
 
Гейтс — он не про уничтожение человечества, он про привязку человечества к своей системе ID2020. Это абсолютная власть, так как стандарт ID2020 уже создан, он находится в руках очень небольшого пула игроков, и все остальные, включая разных там галактических стратегов — просто пользователи. В лучшем случае с правами локальных администраторов этой системы. Привязка каждого человека к активной ссылке в системе ID2020 делает его буквально ее рабом, так как выброшенный из системы человек перестает быть человеком. Он превращается в изгоя, которому запрещено всё. 
 
Зачем это Гейтсу? 
Затем, что любой человек и любая вещь должна будет пройти верификацию и получить право на жизнь в его системе. И за это нужно будет заплатить. Свои миллиарды Гейтс заработал на том, что заключил эксклюзивное соглашение с IBM, по которому только его операционная система могла стоять на продаваемых IBM компьютерах. То есть, каждый, покупая компьютер, платил Гейтсу. 
Теперь каждый, желающий жить, будет делать то же самое - платить Гейтсу. Каждый, желающий производить хоть что-нибудь, должен будет зарегистрировать это в системе Гейтса и заплатить ему. Вечный бизнес и вечная власть. 
 
Собственно, это и есть ответ на вопрос: «А чё тут таково?» 
Ничё, уважаемые коллеги. 
Уколовшись вакциной от Гинцбурга (Пфайзер, АстраЗенеки или кого еще), вы просто сделали первый шаг в метавселенную Билла Гейтса. И каждый новый шаг будет проще и легче предыдущего, а попытка выйти из этой системы с каждым шагом будет всё сложнее. 
 
Задача нынешнего этапа — просто загрузить вас в эту систему. Настраивать будут позже. Ну, а различные «баги» в виде несогласных — чистить и удалять в процессе. «Они не вписались» - кто будет жалеть баги? 
 
Эль-Мюрид 
ttps://el-murid.livejournal.com/4955084.html 
 
+++ 
АЛЬЯНС ""ID2020"", 
или ""Цифровое удостоверение личности 2020"", представляет собой футуристический общественный проект, который объединяет ряд коммерческих и общественных организаций, с целью «улучшить жизнь всех граждан» через создание и повсеместное распространение так называемого цифрового удостоверения личности: 
https://ivan4.ru/news/society/alliance_id2020_what_ac.. 
 
+++ 
Дистанционное распознавание людей в режиме реального времени. 
Уже существующий арсенал технологий, позволяет создать диктатуру, которая и не снилась Дж. Оруэллу и другим авторам антиутопий. 
https://zakon.ru/blog/2021/11/18/distancionnoe_raspoz.. 
 
+++ 
Цифровые технологии 
и кибербезопасность в контексте распространения COVID-19 
https://vk.com/im?peers=100_593843451_1438014&sel=c164&w=wall212027302_3912
https://ivan4.ru/news/society/alliance_id2020_what_actually_is_a_community_project_id_idgood/
https://ivan4.ru/news/society/alliance_id2020_what_actually_is_a_community_project_id_idgood/",17,115,93,3004.0
6897,2021-12-11 19:07:00,35232,-77018336,-77018336,"Вакцинация – надёжный, удобный, бесплатный способ защитить от COVID-19 себя и своих близких. Записаться на вакцинацию можно несколькими способами: 
1. По телефонам поликлиник городов и районов Коми. 
2. Через контакт-центр Минздрава республики по бесплатному номеру 8-800-550-0000. 
3. Через портал «Госуслуги»: http://www.gosuslugi.ru/. 
Чтобы защититься от коронавирусной инфекции, необходимо также соблюдать меры предосторожности. Всегда мойте руки, когда приходите на работу или возвращаетесь домой. Для профилактики подойдут влажные салфетки или дезинфицирующие растворы. Не трогайте лицо руками, не подносите руки к носу и глазам. Быстрее всего вирус попадает в организм через слизистую оболочку. Уважайте и берегите друг друга – соблюдайте социальную дистанцию. Используйте индивидуальные средства защиты – маски. Избегайте ненужных поездок и массового скопления людей. Особенно это касается людей старшего возраста и тех, кто имеет хронические заболевания. Защитите себя и своих близких! 
Об ограничительных мерах, действующих в Республике Коми в связи с исполнением Указа Главы Республики Коми «О введении режима повышенной готовности», можно ознакомиться на официальном портале Республики Коми в разделе «Информация о коронавирусе». 
 
#памятка #коронавирус",4,6,1,2724.0
6907,2021-12-11 19:05:59,1604,578553894,578553894,"Главный врач ГАУЗ ""Лениногорская ЦРБ"" Рим Амеров провёл лекцию для беременных. Главная тема ""Вакцинация от COVID-19 и беременность"". Он рассказал чем опасен СOVID-19 при беременности :🤰
✅симптомы простуды могут отсутствовать  или быть слабо выраженными, поэтому при появлении симптомов простуды необходимо обратиться к врачу;
✅повышается риск попадания в отделение реанимации и интенсивной терапии
✅ повышается риск преждевременных родов
✅повышается риск гибели плода
✅повышается риск преэклампсии (тяжёлого осложнения беременности) 

Вакцинация женщин во время беременности  против коронавирусной инфекции проводится вакциной Гам-КОВИД-Вак. Целесообразно проведение вакцинации с 22 недель. Вакцинация проводится после консультации акушера-гинеколога и терапевта! Пройти её можно бесплатно в Женской консультации!",5,26,8,6256.0
6910,2021-12-11 19:05:21,1140,218919416,218919416,"Профессор Зверев рассказал вот о чём:  переболевшие ковидом очень редко заболевают повторно, а ""переболевшие - это наш золотой фонд"". Они, скорее всего, вообще не переносят вирус, так как у них есть мукозальный иммунитет, который уничтожает вирус, и они его не выдыхают.",3,0,0,12.0
6913,2021-12-11 19:05:00,461777,-131020622,-131020622,"В РТ женщина, представившись медсестрой обманула пожилую пару, предложив купить им QR-код.

Согласно данным, злоумышленница пришла к пожилой супружеской паре. Она представилась медсестрой и предложила пенсионерам провести у них в квартире ионизацию воздуха, его очистку от различных вирусов, в том числе и от COVID-19. Хозяева квартиры ее впустили, завязалась беседа, во время которой «медсестра» заявила, что теперь полиция проверяет QR-коды даже на улице. После этого злоумышленница предложила пенсионерам сделать сертификат за 25 тысяч рублей. Пожилые люди согласились. 
 
На следующий день злоумышленница снова пришла к потерпевшим и сообщила, что документ еще не готов, так как в нем необходимо поставить печати, для чего нужно еще 30 тысяч рублей. Наивные пенсионеры отдали ей и эту сумму. Не получив обещанный сертификат, пожилые супруги обратились в полицию. 
 
Правоохранители смогли установить личность подозреваемой. Ей оказалась жительница Набережных Челнов 1980 г.р. Женщину задержали.",37,110,48,43043.0
6915,2021-12-11 19:04:47,6209,176869362,176869362,"Covid-19. La vaccination des enfants dès l’âge de 5 ans ? “Nécessaire”, dit Jean Castex",15,14,2,307.0
6916,2021-12-11 19:04:33,1369,627779590,627779590,"Chiens et chats, les nouvelles victimes du Covid-19 ? - Ra Santé",2,1,0,29.0
6933,2021-12-11 19:02:04,92468,-151500406,-151500406,"Den italienischen links-grün-braunen FASCHISTEN geht anscheinend die Düse. APARTHEID und AUSGRENZUNG kennt halt DOCH seine Grenzen... 💉💀☠ #NWO #COVID1984 
 
Italien: Ungeimpfte Ärzte sollen zurückkehren 
 
Italien schlägt wegen fehlenden Gesundheitspersonals Alarm. Nun sollen ungeimpfte Ärzte zurückgeholt werden. 
 
Die vierte Coronavirus-Welle belastet Italien und setzt die Krankenhäuser unter Druck. Viele Gesundheitseinrichtungen sind durch den Personalmangel schwer belastet. Wegen der seit März geltenden Impfpflicht für Sanitäter wurden in den vergangenen Monaten mehrere Krankenpfleger und Ärzte in Italien suspendiert. 
 
Angesichts des starken Personalmangels, der sich über die Weihnachtsfeiertage zu verschärfen droht, wächst die Forderung nach einer Rückkehr ungeimpfter Sanitäter auf den Arbeitsplatz mit einer einfachen Form der Kontrolle: Tests alle 24 bzw. 48 Stunden. Dies ist der Vorschlag des Chefs der Vereinigung der Krankenhausleiter (ANPO), Giampiero Avrucio, Leiter der Angiologie-Abteilung am Krankenhaus von Padua. 
 
""Am Ende unserer Kräfte"" 
 
""Mit dieser neuen Welle von Krankenhauseinweisungen sind wir am Ende unserer Kräfte. Die paradoxe Situation ist, dass die Entfernung der ungeimpften Kollegen noch stärker auf uns lastet, auf den Menschen, die jeden Tag gegen die Epidemie kämpfen müssen"", sagte Avrucio. 
 
Allein im Krankenhaus von Padua wurden 200 nicht geimpfte Fachkräfte suspendiert. Laut Avruscio sollte die Suspendierung der Impfverweigerer ausgesetzt werden. ""Mit systematischen Tests könnte man die Ansteckung unter Kontrolle halten. Das nicht geimpfte Personal könnte auf die Stationen zurückkommen und alle 24 bzw. 48 Stunden einem Speichelabstrich unterzogen werden, betonte Avruscio. 
 
Dieser Vorschlag wurde von Francesco Vaia, Chef des auf Infektionskrankheiten spezialisierten römischen Krankenhauses ""Spallanzani"" zurückgewiesen. ""Krankenhäuser müssen sicher sein. Ginge es nach mir, sollte eine allgemeine Impfpflicht für die ganze Bevölkerung eingeführt werden"", sagte Vaia im Gespräch mit der römischen Tageszeitung ""La Repubblica"" (Samstagsausgabe). 
 
Zahlreiche Suspendierungen 
 
Sonderermittler der italienischen Polizei haben bei Kontrollen im Gesundheitsbereich Anfang Dezember rund 280 Bedienstete ohne die vorgeschriebene Corona-Impfung ertappt. Die Carabinieri kontrollierten rund 4.900 Angestellte in mehr als 1.600 Einrichtungen im medizinischen Bereich und der Pflege. Ab dem 15. Dezember gilt für das Gesundheitspersonal die Pflicht zum dritten Stich. 
 
""Das Gesundheitspersonal und alle, die die privaten oder öffentlichen Einrichtungen betreten, müssen die Garantie haben, sich in einem sicheren Umfeld zu befinden"", sagte Gesundheitsminister Roberto Speranza. 
 
Italien will die Impfpflicht ab dem 15. Dezember auch auf die Verwaltung im Gesundheitsbereich, Lehrer sowie Polizisten und Soldaten ausweiten. Ab dem 16. Dezember sollen Kinder im Alter von fünf bis elf Jahren gegen Covid-19 geimpft werden können. 
 
https://www.oe24.at/welt/italien-ungeimpfte-aerzte-sollen-zurueckkehren/502802049",1,0,0,49.0
6937,2021-12-11 19:01:59,127507,-151500600,-151500600,"Den italienischen links-grün-braunen FASCHISTEN geht anscheinend die Düse. APARTHEID und AUSGRENZUNG kennt halt DOCH seine Grenzen... 💉💀☠ #NWO #COVID1984 
 
Italien: Ungeimpfte Ärzte sollen zurückkehren 
 
Italien schlägt wegen fehlenden Gesundheitspersonals Alarm. Nun sollen ungeimpfte Ärzte zurückgeholt werden. 
 
Die vierte Coronavirus-Welle belastet Italien und setzt die Krankenhäuser unter Druck. Viele Gesundheitseinrichtungen sind durch den Personalmangel schwer belastet. Wegen der seit März geltenden Impfpflicht für Sanitäter wurden in den vergangenen Monaten mehrere Krankenpfleger und Ärzte in Italien suspendiert. 
 
Angesichts des starken Personalmangels, der sich über die Weihnachtsfeiertage zu verschärfen droht, wächst die Forderung nach einer Rückkehr ungeimpfter Sanitäter auf den Arbeitsplatz mit einer einfachen Form der Kontrolle: Tests alle 24 bzw. 48 Stunden. Dies ist der Vorschlag des Chefs der Vereinigung der Krankenhausleiter (ANPO), Giampiero Avrucio, Leiter der Angiologie-Abteilung am Krankenhaus von Padua. 
 
""Am Ende unserer Kräfte"" 
 
""Mit dieser neuen Welle von Krankenhauseinweisungen sind wir am Ende unserer Kräfte. Die paradoxe Situation ist, dass die Entfernung der ungeimpften Kollegen noch stärker auf uns lastet, auf den Menschen, die jeden Tag gegen die Epidemie kämpfen müssen"", sagte Avrucio. 
 
Allein im Krankenhaus von Padua wurden 200 nicht geimpfte Fachkräfte suspendiert. Laut Avruscio sollte die Suspendierung der Impfverweigerer ausgesetzt werden. ""Mit systematischen Tests könnte man die Ansteckung unter Kontrolle halten. Das nicht geimpfte Personal könnte auf die Stationen zurückkommen und alle 24 bzw. 48 Stunden einem Speichelabstrich unterzogen werden, betonte Avruscio. 
 
Dieser Vorschlag wurde von Francesco Vaia, Chef des auf Infektionskrankheiten spezialisierten römischen Krankenhauses ""Spallanzani"" zurückgewiesen. ""Krankenhäuser müssen sicher sein. Ginge es nach mir, sollte eine allgemeine Impfpflicht für die ganze Bevölkerung eingeführt werden"", sagte Vaia im Gespräch mit der römischen Tageszeitung ""La Repubblica"" (Samstagsausgabe). 
 
Zahlreiche Suspendierungen 
 
Sonderermittler der italienischen Polizei haben bei Kontrollen im Gesundheitsbereich Anfang Dezember rund 280 Bedienstete ohne die vorgeschriebene Corona-Impfung ertappt. Die Carabinieri kontrollierten rund 4.900 Angestellte in mehr als 1.600 Einrichtungen im medizinischen Bereich und der Pflege. Ab dem 15. Dezember gilt für das Gesundheitspersonal die Pflicht zum dritten Stich. 
 
""Das Gesundheitspersonal und alle, die die privaten oder öffentlichen Einrichtungen betreten, müssen die Garantie haben, sich in einem sicheren Umfeld zu befinden"", sagte Gesundheitsminister Roberto Speranza. 
 
Italien will die Impfpflicht ab dem 15. Dezember auch auf die Verwaltung im Gesundheitsbereich, Lehrer sowie Polizisten und Soldaten ausweiten. Ab dem 16. Dezember sollen Kinder im Alter von fünf bis elf Jahren gegen Covid-19 geimpft werden können. 
 
https://www.oe24.at/welt/italien-ungeimpfte-aerzte-sollen-zurueckkehren/502802049",1,1,0,102.0
6938,2021-12-11 19:01:19,159702,311770158,311770158,"Den italienischen links-grün-braunen FASCHISTEN geht anscheinend die Düse. APARTHEID und AUSGRENZUNG kennt halt DOCH seine Grenzen... 💉💀☠ #NWO #COVID1984

Italien: Ungeimpfte Ärzte sollen zurückkehren

Italien schlägt wegen fehlenden Gesundheitspersonals Alarm. Nun sollen ungeimpfte Ärzte zurückgeholt werden. 
 
Die vierte Coronavirus-Welle belastet Italien und setzt die Krankenhäuser unter Druck. Viele Gesundheitseinrichtungen sind durch den Personalmangel schwer belastet. Wegen der seit März geltenden Impfpflicht für Sanitäter wurden in den vergangenen Monaten mehrere Krankenpfleger und Ärzte in Italien suspendiert. 
 
Angesichts des starken Personalmangels, der sich über die Weihnachtsfeiertage zu verschärfen droht, wächst die Forderung nach einer Rückkehr ungeimpfter Sanitäter auf den Arbeitsplatz mit einer einfachen Form der Kontrolle: Tests alle 24 bzw. 48 Stunden. Dies ist der Vorschlag des Chefs der Vereinigung der Krankenhausleiter (ANPO), Giampiero Avrucio, Leiter der Angiologie-Abteilung am Krankenhaus von Padua. 
 
""Am Ende unserer Kräfte""
 
""Mit dieser neuen Welle von Krankenhauseinweisungen sind wir am Ende unserer Kräfte. Die paradoxe Situation ist, dass die Entfernung der ungeimpften Kollegen noch stärker auf uns lastet, auf den Menschen, die jeden Tag gegen die Epidemie kämpfen müssen"", sagte Avrucio. 
 
Allein im Krankenhaus von Padua wurden 200 nicht geimpfte Fachkräfte suspendiert. Laut Avruscio sollte die Suspendierung der Impfverweigerer ausgesetzt werden. ""Mit systematischen Tests könnte man die Ansteckung unter Kontrolle halten. Das nicht geimpfte Personal könnte auf die Stationen zurückkommen und alle 24 bzw. 48 Stunden einem Speichelabstrich unterzogen werden, betonte Avruscio. 
 
Dieser Vorschlag wurde von Francesco Vaia, Chef des auf Infektionskrankheiten spezialisierten römischen Krankenhauses ""Spallanzani"" zurückgewiesen. ""Krankenhäuser müssen sicher sein. Ginge es nach mir, sollte eine allgemeine Impfpflicht für die ganze Bevölkerung eingeführt werden"", sagte Vaia im Gespräch mit der römischen Tageszeitung ""La Repubblica"" (Samstagsausgabe).
 
Zahlreiche Suspendierungen
 
Sonderermittler der italienischen Polizei haben bei Kontrollen im Gesundheitsbereich Anfang Dezember rund 280 Bedienstete ohne die vorgeschriebene Corona-Impfung ertappt. Die Carabinieri kontrollierten rund 4.900 Angestellte in mehr als 1.600 Einrichtungen im medizinischen Bereich und der Pflege. Ab dem 15. Dezember gilt für das Gesundheitspersonal die Pflicht zum dritten Stich. 
 
""Das Gesundheitspersonal und alle, die die privaten oder öffentlichen Einrichtungen betreten, müssen die Garantie haben, sich in einem sicheren Umfeld zu befinden"", sagte Gesundheitsminister Roberto Speranza. 
 
Italien will die Impfpflicht ab dem 15. Dezember auch auf die Verwaltung im Gesundheitsbereich, Lehrer sowie Polizisten und Soldaten ausweiten. Ab dem 16. Dezember sollen Kinder im Alter von fünf bis elf Jahren gegen Covid-19 geimpft werden können.

https://www.oe24.at/welt/italien-ungeimpfte-aerzte-sollen-zurueckkehren/502802049",1,2,0,42.0
6940,2021-12-11 19:01:00,145040,-11693584,-11693584,"Супердискотека 90-х в Москве пройдет в COVID-free формате! ☝🏻

Это значит, что для попадания на мероприятие, вам потребуется билет, паспорт и QR код, получить который можно ОДНИМ из следующих способов:
▪ если вы сделали прививку от COVID-19
▪ если вы переболели COVID-19
▪ если вы сдали ПЦР-тест (48 часов) в лаборатории, зарегистрированной в системе ЕМИАС.

Для тех, кто не успевает сделать ПЦР-тест, 12 декабря с 14:00 и до вечера на VIP-входе клуба будет работать медицинский шатер. Там вы сможете сдать ПЦР-тест и получить результат за 15 минут. Потребуется только паспорт. Стоимость — 950 рублей.

Больше подробностей о формате проведения фестиваля здесь 👇🏻",8,17,3,3876.0
6949,2021-12-11 19:00:02,1711811,-78866535,-78866535,"Однако, здравствуйте!

В Москве участникам третьей фазы испытаний подростковой вакцины «Спутник М» выплатят по 15 тысяч рублей, сказали источники РБК в медицинских учреждениях, где проводятся эти исследования. Но компенсацию сможет получить лишь примерно треть участников, которые должны соблюсти ряд условий.

Всего в третьей фазе клинического исследования вакцины «Спутник М» против COVID-19 для детей от 12 до 17 лет примут участие 3 тысячи несовершеннолетних.

Перед исследованием подросток обязан сдать кровь. Если при этом у него найдут антитела, он не будет допущен до испытаний вакцины. Если антител нет, несовершеннолетнего отправляют на сдачу других анализов, в том числе мочи и крови. Наконец, он должен сдать ПЦР-тест. Только если все анализы будут «в норме», несовершеннолетнего пригласят на первую из двух вакцинацию в рамках клинических испытаний.

Источник РБК, близкий к Минздраву, назвал выплату 15 тысяч рублей «компенсацией за неудобства». По его словам, аналогичная практика применялась во время исследований «Спутника V». «Это в том числе компенсация расходов на проезд, так как человек должен дополнительно приезжать для сдачи анализов», — пояснил собеседник.

В пресс-службе департамента здравоохранения Москвы пояснили, что на компенсацию в 15 тысяч рублей могут рассчитывать только 500 участников, получивших обе дозы вакцины, а также пять раз сдавших кровь на иммуногенность (способность вакцины вызывать иммунитет). Кровь сдают на 1-й, 28-й, 42-й, 90-й и 180-й день исследований. Также компенсацию выплатят всем 600 участникам, которые получат плацебо.

Вакцина «Спутник М», разработанная Центром эпидемиологии и микробиологии им. Гамалеи и предназначенная для защиты от COVID-19 подростков в возрасте 12–17 лет, была зарегистрирована в конце ноября. До этого она прошла смешанную первую и вторую фазу исследований также на базе московских больниц. Дозировка вакцины для подростков была снижена в пять раз в сравнении со «Спутником» для взрослых.",9,0,2,3433.0
6951,2021-12-11 19:00:02,206194,-180671527,-180671527,"Волгоградцам посоветовали без крайней необходимости не выезжать за пределы области. 

Вице-губернатор Волгоградской области Евгений Харичкин подписал очередное постановление об ужесточении противоэпидемических норм. Запрещается направлять в командировку за пределы Волгоградской области и в другие страны людей, не имеющих документального подтверждения вакцинации от COVID-19 или отрицательного ПЦР-теста, сделанного не позднее чем за 48 часов до момента убытия в командировку.",19,18,2,5365.0
6952,2021-12-11 19:00:02,1743260,-44883411,-44883411,"Стивен Кинг планирует написать книгу о пандемии коронавируса

Об этом писатель сообщил в эфире ток-шоу The View c Вупи Голдберг.

«Я хочу написать книгу, рассказывающую непосредственно о коронавирусе. Хочу взять события 2020 года и посмотреть, как они проявят себя в романе. Это будет непросто», — сказал писатель.

Он отметил, что пандемия уже повлияла на развитие сюжета в одном из его романов.

Для большей правдоподобности события последней книги Стивена Кинга «Билли Саммерс» пришлось перенести с 2020 на 2019 год. По сюжету герои произведения отправлялись в круиз, но в реальной жизни в 2020 году они не смогли бы этого сделать из-за ограничений, введенных на фоне пандемии COVID-19.",8,17,9,9761.0
6956,2021-12-11 19:00:02,335365,-31675645,-31675645,"Администрация рассказала, как будет работать транспорт в день матча «Ростов» – «Урал»
 
Встреча 18-го тура Тинькофф Чемпионата России по футболу с клубом из Екатеринбурга пройдет сегодня, 11 декабря, 19:00 часов на стадионе «Ростов Арена». По данным Департамента транспорта Ростова, с 17:30 до 21:45 часов для ростовчан и гостей города пустят дополнительный маршрут: автобус № 39 поедет по укороченной схеме до остановочного пункта «Городской пляж». К 21:30 общественный пассажирский транспорт будет сосредоточен в центральной части для обеспечения вывоза болельщиков со стадиона. 
 
– Болельщикам необходимо учесть, что пропуск на трибуны будет осуществляться с проведением досмотровых мероприятий, с пониманием отнестись к принимаемым мерам безопасности и прибыть на матч за два часа в целях исключения очередей и своевременного прохода на стадион, – сообщает пресс-служба ГУ МВД России по Ростовской области. 
 
Посетить матч возможно только при наличии QR-кода (свидетельствующего о пройденной вакцинации против COVID-19 или о перенесенной болезни в течение последних 6 месяцев), а также паспорта. ПЦР-тест для болельщиков младше 18 лет не требуется. Все фанаты обязаны надеть медицинскую маску.",3,2,0,1463.0
